title,year,set,set_B,set_C,era_f,region,imdb_id,imdb_rating,imdb_votes,log_imdb_votes,tspdt_pos,mojo_rank,log_tspdt,log_mojo,lam_z_claude_sonnet_4_6,lam_z_gpt_5_4_nano_2026_03_17,lam_z_gpt_5_4_2026_03_05,lam_z_claude_haiku_4_5,lam_z_mistral_small_3_2_24b_instruct,lam_z_mistral_large_2512,lam_z_qwen_turbo,lam_z_qwen_plus,ensemble_lam_z,cross_model_sd,ensemble_rank,director,country,language,item_label,wiki_n_languages,wiki_revisions,wiki_length_bytes,log_wiki_revisions,log_wiki_length
Mary Poppins Returns,2018,C,0,1,2000s_plus,North America,tt5028340,6.6,100878,11.521667144906983,,457.0,,-6.124683390894204,-1.1427859964211329,-1.142105650615885,-1.1177175292907828,-0.8838172366407375,-1.134935781669473,-1.1912335621980492,-0.4310421107474689,-0.7909506433912986,-0.9793235638718536,0.2636854840672024,164,Rob Marshall,USA,English,Mary Poppins Returns (2018),46,2733,90394,7.913521017283895,11.411944235116117
Planet of the Apes,2001,C,0,1,2000s_plus,North America,tt0133152,5.7,241893,12.396250758601909,,458.0,,-6.1268691841141845,-1.3187807458880971,-0.7399570609258798,-1.1301201571753174,-1.2793398426656315,-0.2761764101752642,-1.1061454506124744,-1.1422909652568682,-1.1788908209243545,-1.021462681702986,0.3480468798360382,166,Tim Burton,USA,English,Planet of the Apes (2001),48,2072,80627,7.636752112435779,11.29760126270815
Noah,2014,C,0,1,2000s_plus,North America,tt1959490,5.8,276990,12.531736683434785,,465.0,,-6.142037405587356,-1.1917172720576878,-1.1567292356955217,-1.188485464867244,-2.04108708389876,-1.241337426116471,-1.2451507814205918,-1.254355587822517,-1.1986836871250206,-1.314693317375477,0.2954338726854623,189,Darren Aronofsky,USA,English,Noah (2014),52,2030,57251,7.616283561580384,10.955217855304108
Top Gun,1986,C,0,1,1980s_90s,North America,tt0092099,7.0,551318,13.220067054144536,,469.0,,-6.150602768446279,-0.4269687867057192,-0.0833580908501982,-0.4698626139103953,-0.532241586840832,-0.3886150273568433,-0.6773350664831906,-0.3976034733690092,-0.3460070112003244,-0.415248957089564,0.1696480110376294,129,Tony Scott,USA,English,Top Gun (1986),53,4890,90238,8.495152060539358,11.410216985110202
Apollo 13,1995,C,0,1,1980s_90s,North America,tt0112384,7.7,338103,12.731105861771074,,473.0,,-6.159095388491933,0.1767800175195193,0.0051145988816028,0.0313494658940261,0.658232627342737,0.0558570902267146,0.0379105447658502,0.2106182281364873,0.1836500883295006,0.1699390826370548,0.212851590438677,90,Ron Howard,USA,English,Apollo 13 (1995),54,2884,71427,7.967280178942199,11.176445228317014
Rain Man,1988,C,0,1,1980s_90s,North America,tt0095953,8.0,585587,13.280370041929276,,474.0,,-6.161207321695076,0.0599763272903228,0.2193501202982784,-0.3925285812185923,-0.2294958884020244,-0.0045126371190996,-0.2333604644475669,0.0624037273238551,0.0886443305663033,-0.0536903832135654,0.207580256343859,104,Barry Levinson,USA,English,Rain Man (1988),67,2598,50892,7.86288203464149,10.837480668523288
The Angry Birds Movie,2016,C,0,1,2000s_plus,North America,tt1985949,6.3,117485,11.674065944842706,,481.0,,-6.175867270105761,-1.2761631832369045,-1.112858480456612,-1.3803614139044535,-1.5361853868250068,-1.513001199172635,-1.6318383380322643,-1.4586023999179734,-1.5232866928159443,-1.429037136795224,0.1669580086094148,196,Clay Kaytis; Fergal Reilly,USA,English,The Angry Birds Movie (2016),50,3014,56528,8.011355109161286,10.9425090597906
Peter Rabbit,2018,C,0,1,2000s_plus,North America,tt5117670,6.6,53152,10.88091101241302,,487.0,,-6.18826412308259,-1.1948741285503688,-1.1040843294088298,-1.153466280252088,-1.3984849239867103,-1.3545306648898725,-1.3454031109125069,-1.2254356852249302,-1.262020858967152,-1.2547874977740572,0.1043960421609846,185,,USA,English,Peter Rabbit (2018),39,2159,37880,7.67786350067821,10.54220494610679
Alien: Romulus,2024,C,0,1,2000s_plus,North America,tt18412256,7.1,286876,12.56680534562965,,489.0,,-6.192362489474872,-1.1948741285503688,-0.5045173411437311,-1.1403340860214044,-0.2294958884020244,-1.139463511220409,-0.9806194246099924,-1.1549434226433124,-1.0229230352631056,-0.9208963547317937,0.3568010143257356,159,Fede Álvarez,USA,English,Alien: Romulus (2024),39,2068,108274,7.634820677745543,11.592429566082828
Speed,1994,C,0,1,1980s_90s,North America,tt0111257,7.3,423231,12.95567340826124,,491.0,,-6.19644412779452,-0.2201946864351146,-0.3195289898863287,-0.1875204379506993,0.1767693069223108,-0.0875210122195943,-0.6318424127641704,-0.5756416237354028,-0.1947895134272354,-0.2550336711870293,0.2599036596190219,118,Jan de Bont,USA,English,Speed (1994),55,2748,66171,7.918992488165245,11.100012691726906
National Treasure,2004,C,0,1,2000s_plus,North America,tt0368891,6.9,376889,12.839705993368987,,497.0,,-6.208590026096629,-0.7347622947421153,-0.3056365840606739,-0.8346457869849379,-0.2041043136942534,-1.1190887282411963,-0.5796101066423324,-1.2353769017428504,-0.6872360244998083,-0.7125575925760209,0.3578570804341362,149,Jon Turteltaub,USA,English,National Treasure (2004),41,2769,31185,7.926602599181383,10.347724555144833
xXx: Return of Xander Cage,2017,C,0,1,2000s_plus,North America,tt1293847,5.2,101767,11.53044116551625,,500.0,,-6.214608098422191,-1.80572585988414,-0.3889910190146023,-1.297920416789607,-1.504934217953904,-1.179458455587011,-1.2552602600248186,-1.3429227895276263,-1.4496572305494668,-1.278108781166397,0.4078928648255623,187,D.J. Caruso,USA,English,xXx: Return of Xander Cage (2017),38,2367,41936,7.769800996003896,10.64392377113924
